# data cut and pasted from https://www.investing.com/equities/bitcoin-investment-trust-historical-data
# date open high low vol change
Jan 05, 2018	2,337.88	2,449.00	2,450.00	2,333.00	78.61K	6.07%
Jan 04, 2018	2,204.00	2,215.00	2,278.05	2,133.30	51.37K	-2.26%
Jan 03, 2018	2,255.00	2,406.00	2,439.00	2,255.00	79.52K	-0.29%
Jan 02, 2018	2,261.50	1,952.50	2,318.99	1,952.50	109.97K	12.18%
Dec 29, 2017	2,016.00	2,045.00	2,088.79	2,003.00	66.57K	4.08%
Dec 28, 2017	1,937.00	1,925.00	2,105.00	1,890.00	102.15K	-9.91%
Dec 27, 2017	2,150.00	2,400.00	2,400.00	2,050.00	125.71K	-8.90%
Dec 26, 2017	2,360.00	2,270.00	2,487.00	2,270.00	174.15K	18.59%
Dec 22, 2017	1,990.00	1,370.25	2,004.15	1,171.12	332.81K	12.30%
Dec 21, 2017	1,772.00	2,195.00	2,195.00	1,768.00	279.06K	-25.64%
Dec 20, 2017	2,382.99	2,866.49	2,918.85	2,289.45	262.43K	-21.12%
Dec 19, 2017	3,020.99	3,242.47	3,499.95	2,645.00	249.89K	-12.76%
Dec 18, 2017	3,463.00	2,887.79	3,475.00	2,887.79	219.74K	28.31%
Dec 15, 2017	2,699.00	2,540.00	2,750.00	2,481.55	143.83K	13.64%
Dec 14, 2017	2,374.99	2,355.00	2,456.00	2,260.00	104.87K	1.71%
Dec 13, 2017	2,335.00	2,349.99	2,543.99	2,119.00	261.94K	2.73%
Dec 12, 2017	2,273.00	1,892.00	2,305.69	1,892.00	232.06K	22.85%
Dec 11, 2017	1,850.24	1,760.00	1,850.90	1,740.00	158.44K	12.14%
Dec 08, 2017	1,649.90	1,715.05	1,794.90	1,647.35	162.15K	-9.35%
Dec 07, 2017	1,820.01	1,827.00	1,860.00	1,745.00	244.11K	8.85%
Dec 06, 2017	1,672.00	1,738.00	1,750.00	1,565.00	190.48K	6.23%
Dec 05, 2017	1,573.88	1,880.50	1,905.55	1,350.00	297.06K	-13.76%
Dec 04, 2017	1,824.99	1,781.75	1,830.00	1,705.20	124.99K	9.61%
Dec 01, 2017	1,665.00	1,698.95	1,724.00	1,585.00	123.22K	9.47%
Nov 30, 2017	1,521.00	1,460.50	1,590.00	1,358.05	173.87K	-2.69%
Nov 29, 2017	1,563.00	1,736.54	1,823.99	1,350.00	338.81K	6.33%
Nov 28, 2017	1,470.01	1,436.47	1,611.11	1,425.00	231.66K	10.61%
Nov 27, 2017	1,329.00	1,266.01	1,357.00	1,200.00	181.62K	23.74%
Nov 24, 2017	1,074.01	999.90	1,075.00	997.00	48.76K	7.94%
Nov 22, 2017	995.00	976.70	998.00	922.00	49.84K	2.45%
Nov 21, 2017	971.20	968.25	982.00	956.01	53.29K	1.17%
Nov 20, 2017	960.00	949.75	970.00	949.50	59.88K	6.02%
Nov 17, 2017	905.50	920.00	940.01	904.01	55.77K	0.28%
Nov 16, 2017	903.00	886.75	915.00	886.50	54.52K	3.79%
Nov 15, 2017	870.00	860.00	885.00	850.00	64.59K	8.75%
Nov 14, 2017	800.00	858.80	869.50	785.50	76.15K	-6.65%
Nov 13, 2017	857.00	872.68	904.97	856.00	69.39K	-2.61%
Nov 10, 2017	880.00	879.90	921.49	869.74	84.54K	-4.99%
Nov 09, 2017	926.25	913.70	930.74	900.00	35.31K	0.57%
Nov 08, 2017	921.00	936.27	965.00	905.00	115.29K	2.45%
Nov 07, 2017	899.00	907.50	910.00	882.50	54.66K	-2.71%
Nov 06, 2017	924.01	959.00	979.90	888.00	99.76K	-2.74%
Nov 03, 2017	950.00	967.55	985.00	940.00	91.92K	2.48%
Nov 02, 2017	927.00	935.00	954.50	892.00	108.62K	9.32%
Nov 01, 2017	848.00	860.20	949.00	840.00	145.96K	2.37%
Oct 31, 2017	828.36	731.73	834.75	731.00	129.58K	14.10%
Oct 30, 2017	726.00	707.00	726.50	702.20	64.08K	6.53%
Oct 27, 2017	681.50	699.71	700.00	672.50	43.59K	-2.61%
Oct 26, 2017	699.75	689.89	705.00	689.89	52.81K	3.36%
Oct 25, 2017	677.00	678.25	688.00	670.05	25.47K	-0.44%
Oct 24, 2017	680.00	679.35	692.00	675.00	18.30K	-1.16%
Oct 23, 2017	688.00	698.50	699.00	679.00	36.27K	-2.07%
Oct 20, 2017	702.51	676.60	708.99	668.00	60.68K	3.91%
Oct 19, 2017	676.08	679.25	687.50	668.01	27.86K	1.49%
Oct 18, 2017	666.16	647.02	679.80	641.00	31.68K	-0.85%
Oct 17, 2017	671.90	651.98	686.00	625.00	62.30K	2.42%
Oct 16, 2017	656.00	683.00	684.00	652.50	38.27K	-3.14%
Oct 13, 2017	677.30	700.75	709.99	677.00	66.20K	-0.20%
Oct 12, 2017	678.63	680.83	690.00	648.50	74.21K	8.58%
Oct 11, 2017	625.02	667.25	667.50	601.00	87.07K	-6.63%
Oct 10, 2017	669.43	697.96	701.00	661.15	52.92K	-4.06%
Oct 09, 2017	697.75	704.12	712.00	666.00	63.40K	1.42%
Oct 06, 2017	688.00	701.00	704.00	685.01	19.53K	-1.15%
Oct 05, 2017	696.00	699.75	705.00	688.50	19.53K	1.66%
Oct 04, 2017	684.62	686.01	686.02	675.00	18.61K	-0.20%
Oct 03, 2017	686.00	697.95	699.00	675.00	30.08K	-3.45%
Oct 02, 2017	710.51	719.50	735.00	705.76	37.57K	1.21%
Sep 29, 2017	702.00	722.75	725.00	698.50	32.09K	-1.89%
Sep 28, 2017	715.50	741.75	742.00	710.00	32.93K	-3.25%
Sep 27, 2017	739.50	726.06	745.40	715.00	56.56K	6.79%
Sep 26, 2017	692.50	714.25	725.00	691.00	27.71K	0.35%
Sep 25, 2017	690.10	707.50	717.40	690.00	54.56K	4.09%
Sep 22, 2017	663.00	635.00	664.00	607.01	44.06K	1.22%
Sep 21, 2017	655.01	704.50	704.50	648.00	66.29K	-7.75%
Sep 20, 2017	710.00	708.48	740.00	705.00	37.41K	0.71%
Sep 19, 2017	705.00	740.27	744.50	675.00	68.94K	-5.37%
Sep 18, 2017	744.98	705.45	759.00	705.40	117.75K	18.25%
Sep 15, 2017	630.00	515.52	647.80	508.01	161.30K	21.53%
Sep 14, 2017	518.38	499.12	549.90	481.00	139.98K	-8.41%
Sep 13, 2017	566.00	650.00	650.00	566.00	169.03K	-18.56%
Sep 12, 2017	695.00	710.00	732.69	680.30	64.18K	0.72%
Sep 11, 2017	690.00	700.00	733.00	676.00	75.04K	-4.04%
Sep 08, 2017	719.02	790.26	790.26	701.01	87.87K	-8.98%
Sep 07, 2017	790.00	858.00	882.95	790.00	73.77K	-4.85%
Sep 06, 2017	830.25	821.00	855.00	815.20	61.99K	7.13%
Sep 05, 2017	775.00	689.50	800.00	663.00	148.27K	-3.13%
Sep 01, 2017	800.00	1,003.12	1,025.74	760.00	283.10K	-20.40%
Aug 31, 2017	1,005.00	989.00	1,064.95	970.00	166.10K	8.41%
Aug 30, 2017	927.00	841.30	932.30	840.00	105.14K	11.29%
Aug 29, 2017	832.99	783.25	843.00	783.25	87.99K	8.71%
Aug 28, 2017	766.25	764.96	773.01	755.50	36.00K	1.49%
Aug 25, 2017	755.00	767.00	778.00	755.00	57.77K	0.67%
Aug 24, 2017	750.00	739.83	766.00	738.90	45.38K	2.74%
Aug 23, 2017	730.00	725.90	744.00	720.20	32.75K	1.71%
Aug 22, 2017	717.75	694.99	720.00	679.00	60.29K	2.68%
Aug 21, 2017	699.00	703.00	708.00	680.26	71.43K	-0.64%
Aug 18, 2017	703.50	744.00	753.00	703.50	85.40K	-5.32%
Aug 17, 2017	743.00	740.00	777.00	696.15	101.36K	1.36%
Aug 16, 2017	733.00	699.00	746.50	698.99	74.29K	7.01%
Aug 15, 2017	685.01	713.80	721.00	620.00	127.29K	-7.43%
Aug 14, 2017	740.00	730.00	765.00	651.25	141.66K	20.02%
Aug 11, 2017	616.55	580.50	624.50	580.49	95.34K	10.10%
Aug 10, 2017	560.00	520.95	563.00	520.90	62.91K	7.69%
Aug 09, 2017	520.00	526.75	529.00	512.75	32.41K	-1.70%
Aug 08, 2017	529.00	541.49	549.25	525.00	58.29K	-1.86%
Aug 07, 2017	539.00	525.25	550.00	511.11	80.16K	13.47%
Aug 04, 2017	475.00	477.00	480.00	472.00	29.27K	0.64%
Aug 03, 2017	472.00	458.00	475.50	458.00	34.99K	6.52%
Aug 02, 2017	443.10	426.11	461.10	426.11	61.45K	4.50%
Aug 01, 2017	424.00	415.24	426.50	399.00	28.50K	0.95%
Jul 31, 2017	420.00	426.00	426.44	402.98	34.08K	0.00%
Jul 28, 2017	420.00	425.50	430.00	410.02	33.16K	3.70%
Jul 27, 2017	405.00	406.10	414.50	403.03	16.48K	1.12%
Jul 26, 2017	400.50	397.10	406.98	394.00	15.37K	-0.87%
Jul 25, 2017	404.00	408.00	408.25	391.00	34.06K	-3.35%
Jul 24, 2017	418.00	405.10	430.00	405.10	39.29K	5.56%
Jul 21, 2017	396.00	397.75	414.40	390.30	45.93K	1.53%
Jul 20, 2017	390.05	379.93	393.01	379.93	63.75K	8.95%
Jul 19, 2017	358.00	381.45	386.75	358.00	45.67K	-5.29%
Jul 18, 2017	378.00	352.25	378.00	352.01	62.04K	9.25%
Jul 17, 2017	346.00	352.88	359.75	252.00	62.61K	-7.73%
Jul 14, 2017	375.00	379.50	382.75	373.10	26.84K	-4.21%
Jul 13, 2017	391.50	398.89	398.89	383.00	15.79K	-2.10%
Jul 12, 2017	399.91	378.00	399.91	375.05	29.06K	6.36%
Jul 11, 2017	376.00	387.00	387.00	375.25	20.76K	-2.34%
Jul 10, 2017	385.00	395.50	395.50	380.25	26.41K	-2.04%
Jul 07, 2017	393.01	396.99	396.99	380.50	18.68K	-1.75%
Jul 06, 2017	400.00	410.50	410.50	397.25	12.42K	-1.80%
Jul 05, 2017	407.35	404.25	410.00	395.81	14.52K	0.83%
Jul 03, 2017	404.00	390.10	408.50	390.02	20.58K	3.59%
Jun 30, 2017	390.00	391.26	397.00	386.50	13.13K	-2.50%
Jun 29, 2017	400.00	412.00	412.00	385.50	18.76K	-2.91%
Jun 28, 2017	412.00	405.04	420.00	403.55	30.95K	3.84%
Jun 27, 2017	396.75	388.50	400.00	365.00	44.43K	1.26%
Jun 26, 2017	391.80	404.50	405.00	385.25	58.31K	-10.61%
Jun 23, 2017	438.30	435.50	438.50	424.00	22.15K	3.34%
Jun 22, 2017	424.13	438.22	445.85	422.50	26.55K	-2.50%
Jun 21, 2017	435.00	463.95	470.00	429.00	50.82K	-5.43%
Jun 20, 2017	459.99	436.00	460.95	433.00	54.68K	8.49%
Jun 19, 2017	424.00	412.00	434.95	412.00	49.03K	6.00%
Jun 16, 2017	400.00	385.00	410.00	385.00	52.83K	4.58%
Jun 15, 2017	382.50	309.10	384.35	297.50	124.06K	9.29%
Jun 14, 2017	350.00	396.00	397.00	343.00	74.67K	-12.12%
Jun 13, 2017	398.25	386.88	414.00	385.00	57.67K	2.96%
Jun 12, 2017	386.81	448.75	449.50	377.50	127.08K	-14.99%
Jun 09, 2017	455.00	487.52	507.84	425.00	105.62K	-6.19%
Jun 08, 2017	485.00	528.95	528.95	467.52	100.13K	-8.14%
Jun 07, 2017	528.00	544.88	545.00	525.00	58.00K	-3.38%
Jun 06, 2017	546.45	541.73	560.00	525.00	113.40K	5.90%
Jun 05, 2017	516.00	520.00	524.00	510.00	81.89K	3.20%
Jun 02, 2017	500.00	513.50	521.45	482.10	86.82K	-2.30%
Jun 01, 2017	511.75	521.50	534.90	481.00	136.27K	5.72%
May 31, 2017	484.05	426.50	496.00	426.00	123.20K	13.36%
May 30, 2017	427.00	400.00	438.60	370.00	138.24K	5.43%
May 26, 2017	405.00	464.50	464.51	389.00	221.74K	-15.09%
May 25, 2017	477.00	495.00	565.00	375.00	448.13K	14.94%
May 24, 2017	415.00	315.45	419.95	310.00	337.55K	41.16%
May 23, 2017	294.00	257.44	295.00	255.50	141.90K	21.99%
May 22, 2017	241.00	250.00	264.99	226.00	123.33K	10.05%
May 19, 2017	219.00	218.08	232.37	217.11	49.20K	1.86%
